name,essround,edition,proddate,idno,cntry,dweight,pspwght,pweight,trstprl,trstlgl,trstplc,trstplt,trstprt,trstep,trstun,vote,sclmeet,sclact,hhmmb,gndr,yrbrn,agea,eisced,edulvlb,crpdwk,hincfel,ipcrtiv,imprich,ipeqopt,ipshabt,impsafe,impdiff,ipfrule,ipudrst,ipmodst,ipgdtim,impfree,iphlppl,ipsuces,ipstrgv,ipadvnt,ipbhprp,iprspot,iplylfr,impenv,imptrad,impfun
ESS9e03_1,9,3.1,17.02.2021,9,DE,0.9994662404060364,1.275009036064148,3.0373449325561523,2,4,5,0,2,3,0,2,7,3,2,2,1992,26,3,322,6,2,3,5,2,5,2,2,3,3,3,3,2,2,5,3,4,5,5,3,2,5,3
ESS9e03_1,9,3.1,17.02.2021,10,DE,0.9994662404060364,0.8540229201316833,3.0373449325561523,7,8,8,6,6,4,5,1,4,3,2,2,1953,65,3,321,2,2,3,6,2,5,1,3,3,2,4,3,2,1,5,1,6,3,5,1,1,4,5
ESS9e03_1,9,3.1,17.02.2021,64,DE,0.9994662404060364,0.7596949338912964,3.0373449325561523,3,5,6,3,5,5,6,1,4,4,2,2,1944,74,5,422,6,3,1,6,2,2,5,1,6,2,4,1,1,1,1,3,5,5,4,1,1,1,1
ESS9e03_1,9,3.1,17.02.2021,65,DE,0.9994662404060364,1.0794105529785156,3.0373449325561523,3,4,4,3,3,2,2,1,4,2,2,1,1954,64,3,322,2,2,2,5,2,3,4,5,5,2,2,2,2,2,4,2,5,3,2,2,2,3,2
ESS9e03_1,9,3.1,17.02.2021,91,DE,0.9994662404060364,1.2697876691818237,3.0373449325561523,4,5,7,5,5,4,5,1,5,3,2,2,1965,54,88,8888,6,2,2,5,2,2,5,4,6,2,3,2,2,4,2,4,3,5,6,2,2,5,4
ESS9e03_1,9,3.1,17.02.2021,119,DE,0.9994662404060364,1.275009036064148,3.0373449325561523,9,7,7,8,8,10,10,1,6,2,4,2,1998,20,4,313,2,2,3,3,1,3,2,2,2,1,2,3,3,1,1,1,3,4,3,1,1,1,2
ESS9e03_1,9,3.1,17.02.2021,150,DE,0.9994662404060364,0.942275881767273,3.0373449325561523,10,10,10,10,4,10,10,1,4,4,1,2,1947,71,3,321,2,1,2,5,3,4,1,3,3,3,3,3,3,2,4,2,6,5,1,1,1,1,3
ESS9e03_1,9,3.1,17.02.2021,212,DE,0.9994662404060364,1.4220027923583984,3.0373449325561523,5,7,7,5,5,6,6,1,5,3,5,1,1977,41,5,422,6,2,2,4,2,2,2,4,3,2,3,2,2,3,3,4,4,3,3,2,2,2,2
ESS9e03_1,9,3.1,17.02.2021,255,DE,0.9994662404060364,1.2261273860931396,3.0373449325561523,5,8,9,5,5,3,7,1,5,2,1,1,1956,62,5,422,6,2,2,5,2,4,4,1,4,2,3,2,1,2,4,2,3,5,4,1,2,3,4
ESS9e03_1,9,3.1,17.02.2021,270,DE,0.9994662404060364,0.9783135652542114,3.0373449325561523,7,8,8,6,6,7,7,1,7,4,1,1,1953,65,3,322,2,2,1,4,5,5,2,5,2,2,2,4,2,2,5,2,5,2,5,2,2,1,4
ESS9e03_1,9,3.1,17.02.2021,279,DE,0.9994662404060364,1.0877866744995117,3.0373449325561523,88,5,7,3,1,3,88,1,6,4,1,2,1951,67,88,8888,2,1,4,5,5,5,5,5,3,3,2,4,2,2,2,2,4,3,3,3,2,3,3
ESS9e03_1,9,3.1,17.02.2021,304,DE,0.9994662404060364,0.9841160774230957,3.0373449325561523,6,9,9,5,5,5,7,1,5,1,4,2,1971,47,3,321,6,1,5,5,3,2,2,4,3,3,3,4,2,2,3,2,6,2,2,1,1,4,5
ESS9e03_1,9,3.1,17.02.2021,311,DE,0.9994662404060364,0.5348687767982483,3.0373449325561523,6,7,7,6,3,5,5,1,3,8,2,1,1952,67,6,610,2,2,1,5,2,5,2,5,5,3,3,3,1,3,5,3,6,4,6,3,2,4,4
ESS9e03_1,9,3.1,17.02.2021,318,DE,0.9994662404060364,0.893721342086792,3.0373449325561523,8,9,8,7,7,7,7,1,5,3,2,1,1970,48,7,720,6,1,2,4,2,5,3,3,5,3,2,3,3,3,2,2,4,3,2,2,1,2,5
ESS9e03_1,9,3.1,17.02.2021,372,DE,0.9994662404060364,0.9783135652542114,3.0373449325561523,9,10,10,8,9,8,8,1,5,4,2,1,1949,69,3,322,2,1,1,5,1,3,3,5,4,2,4,3,3,2,5,6,6,5,5,1,1,1,4
ESS9e03_1,9,3.1,17.02.2021,385,DE,0.9994662404060364,0.5446975827217102,3.0373449325561523,6,8,7,6,4,6,6,1,4,2,2,2,1958,60,7,720,2,1,3,4,1,4,5,4,4,3,3,3,1,1,3,2,2,3,2,2,3,5,5
ESS9e03_1,9,3.1,17.02.2021,451,DE,0.9994662404060364,0.6756071448326111,3.0373449325561523,8,9,9,4,3,4,5,1,2,1,2,2,1954,64,5,520,2,1,3,6,1,5,5,5,2,3,3,1,1,1,3,1,5,3,1,2,1,3,2
ESS9e03_1,9,3.1,17.02.2021,458,DE,0.9994662404060364,2.612596273422241,3.0373449325561523,8,10,10,8,8,10,10,2,3,2,5,2,1975,44,1,0,2,3,4,5,2,5,2,4,2,2,2,5,4,2,4,2,6,3,4,1,3,3,5
ESS9e03_1,9,3.1,17.02.2021,476,DE,0.9994662404060364,0.7760168313980103,3.0373449325561523,5,5,5,5,5,5,5,1,4,4,2,1,1967,51,5,520,6,1,2,5,2,3,2,2,2,2,2,2,2,3,2,2,3,2,3,2,2,2,2
ESS9e03_1,9,3.1,17.02.2021,506,DE,0.9994662404060364,0.8983613848686218,3.0373449325561523,5,5,8,0,0,5,5,1,6,2,2,2,1944,74,3,322,2,1,5,5,2,4,3,5,5,2,3,3,2,3,4,4,5,5,4,2,3,5,3
ESS9e03_1,9,3.1,17.02.2021,515,DE,0.9994662404060364,0.5446975827217102,3.0373449325561523,8,7,8,6,6,7,7,1,4,3,3,2,1952,66,5,520,2,1,3,5,4,5,2,3,4,3,3,2,2,3,5,2,4,2,5,2,2,3,3
ESS9e03_1,9,3.1,17.02.2021,533,DE,0.9994662404060364,1.1190791130065918,3.0373449325561523,0,2,7,0,2,0,3,2,5,3,3,1,1975,44,3,322,6,2,1,4,1,2,1,2,4,2,1,2,1,1,3,1,4,1,1,1,1,1,4
ESS9e03_1,9,3.1,17.02.2021,564,DE,0.9994662404060364,1.1023201942443848,3.0373449325561523,2,2,8,88,2,3,4,1,2,3,2,2,1942,76,3,321,2,1,3,4,2,4,2,4,3,2,2,4,3,1,4,2,6,3,4,1,2,2,5
ESS9e03_1,9,3.1,17.02.2021,570,DE,0.9994662404060364,1.242360234260559,3.0373449325561523,5,2,2,4,4,5,5,1,4,1,1,2,1993,26,1,113,6,1,2,5,2,3,1,3,2,2,2,1,1,6,4,2,3,3,4,3,1,5,1
ESS9e03_1,9,3.1,17.02.2021,589,DE,0.9994662404060364,1.2460983991622925,3.0373449325561523,5,3,6,2,2,3,88,1,6,1,2,1,1939,79,3,322,2,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
ESS9e03_1,9,3.1,17.02.2021,621,DE,0.9994662404060364,0.6746630668640137,3.0373449325561523,4,3,7,5,3,4,1,1,7,4,2,1,1992,26,6,620,6,1,3,2,2,3,4,5,6,2,3,2,1,3,2,5,2,5,3,2,3,6,3
ESS9e03_1,9,3.1,17.02.2021,636,DE,0.9994662404060364,0.6030320525169373,3.0373449325561523,5,6,6,88,2,3,5,1,5,4,2,2,1950,68,7,720,2,2,2,5,1,5,4,3,5,2,2,2,1,2,4,2,2,4,5,2,2,2,5
ESS9e03_1,9,3.1,17.02.2021,641,DE,0.9994662404060364,0.7808356285095215,3.0373449325561523,7,8,7,6,6,7,8,1,4,3,3,2,1988,31,6,620,2,2,3,3,2,4,2,3,4,2,3,2,2,2,4,2,5,2,3,2,2,4,4
ESS9e03_1,9,3.1,17.02.2021,648,DE,0.9994662404060364,0.7799375653266907,3.0373449325561523,5,5,6,4,4,4,5,1,3,3,2,2,1964,55,7,720,2,1,3,5,1,3,3,3,5,2,4,3,2,3,3,5,4,5,2,2,2,4,4
ESS9e03_1,9,3.1,17.02.2021,662,DE,0.9994662404060364,0.8307617902755737,3.0373449325561523,6,3,7,7,6,6,8,1,6,5,2,2,1965,53,6,610,6,1,2,2,1,5,2,3,4,2,5,1,1,3,2,1,5,2,2,1,1,1,1
ESS9e03_1,9,3.1,17.02.2021,704,DE,0.9994662404060364,0.8702576160430908,3.0373449325561523,8,10,9,1,2,0,0,1,3,2,2,1,1954,64,5,422,2,1,1,6,2,5,4,2,6,1,2,1,1,2,4,1,3,2,2,1,4,6,1
ESS9e03_1,9,3.1,17.02.2021,718,DE,0.9994662404060364,0.6157202124595642,3.0373449325561523,9,8,7,7,6,6,6,1,5,2,2,1,1942,76,5,520,2,2,2,5,2,4,1,2,1,2,2,2,1,2,2,1,2,2,3,1,1,1,3
ESS9e03_1,9,3.1,17.02.2021,749,DE,0.9994662404060364,0.5348687767982483,3.0373449325561523,8,5,9,5,2,6,6,1,6,3,2,1,1950,68,6,610,2,1,2,3,2,4,1,4,2,1,2,1,1,5,1,1,5,3,4,1,2,2,1
ESS9e03_1,9,3.1,17.02.2021,780,DE,0.9994662404060364,1.1020863056182861,3.0373449325561523,7,7,5,7,5,8,3,3,7,4,2,1,1978,41,4,313,6,3,1,5,8,1,1,2,8,8,8,1,1,1,2,8,3,8,1,8,1,8,8
ESS9e03_1,9,3.1,17.02.2021,803,DE,0.9994662404060364,1.0703530311584473,3.0373449325561523,5,1,8,3,0,6,8,1,5,5,2,2,1932,86,3,322,2,2,2,5,1,6,1,4,2,2,3,4,2,4,5,1,6,2,2,2,1,3,3
ESS9e03_1,9,3.1,17.02.2021,810,DE,0.9994662404060364,0.7892537117004395,3.0373449325561523,6,8,4,3,6,7,5,2,6,2,6,1,1996,22,6,610,6,1,2,3,1,5,3,3,2,3,4,3,1,3,3,1,5,5,3,1,1,2,2
ESS9e03_1,9,3.1,17.02.2021,866,DE,0.9994662404060364,1.4444388151168823,3.0373449325561523,2,2,8,2,2,0,0,2,4,3,2,1,1970,49,3,322,6,3,4,5,2,4,6,6,6,2,4,2,2,2,4,6,5,6,4,1,4,4,2
ESS9e03_1,9,3.1,17.02.2021,943,DE,0.9994662404060364,0.8410544991493225,3.0373449325561523,5,3,8,3,3,4,5,1,6,4,2,2,1952,66,3,321,2,1,2,4,2,5,3,2,3,2,3,2,5,2,5,2,4,2,5,1,3,3,4
ESS9e03_1,9,3.1,17.02.2021,954,DE,0.9994662404060364,1.1025546789169312,3.0373449325561523,6,7,8,6,6,5,7,1,6,5,4,2,1966,52,5,422,6,1,2,5,2,5,3,4,5,2,2,1,1,2,2,2,3,5,5,1,2,1,2
ESS9e03_1,9,3.1,17.02.2021,1081,DE,0.9994662404060364,1.4915672540664673,3.0373449325561523,5,7,8,3,3,6,5,1,6,3,4,2,1996,22,4,313,2,2,2,5,2,3,4,3,4,1,3,2,2,1,6,3,3,1,2,1,2,5,4
ESS9e03_1,9,3.1,17.02.2021,1101,DE,0.9994662404060364,1.1023201942443848,3.0373449325561523,5,8,8,3,2,5,6,1,4,4,2,2,1945,73,3,322,2,1,2,5,3,5,2,2,5,2,3,2,2,2,5,2,5,2,5,2,4,5,2
ESS9e03_1,9,3.1,17.02.2021,1222,DE,0.9994662404060364,0.8540229201316833,3.0373449325561523,7,9,9,4,4,4,9,1,4,4,2,2,1949,69,3,322,2,1,4,5,2,5,3,3,3,2,2,3,1,1,4,3,4,2,3,2,2,4,4
ESS9e03_1,9,3.1,17.02.2021,1255,DE,0.9994662404060364,0.6628556847572327,3.0373449325561523,7,9,8,5,5,7,5,1,5,3,4,2,1969,49,7,720,6,2,3,4,1,6,2,4,2,2,4,4,2,2,4,3,5,4,3,1,1,3,4
ESS9e03_1,9,3.1,17.02.2021,1273,DE,0.9994662404060364,1.0794105529785156,3.0373449325561523,10,5,7,5,5,3,8,1,6,4,2,1,1940,78,3,322,6,1,1,5,1,5,3,1,1,2,1,3,1,1,5,1,6,6,5,1,1,1,1
ESS9e03_1,9,3.1,17.02.2021,1281,DE,0.9994662404060364,0.6746630668640137,3.0373449325561523,8,9,9,6,6,6,5,3,4,2,2,1,1989,30,7,720,6,1,2,4,3,5,2,3,4,1,2,2,2,2,2,1,5,2,3,1,2,2,4
ESS9e03_1,9,3.1,17.02.2021,1303,DE,0.9994662404060364,1.089555263519287,3.0373449325561523,3,6,6,4,4,5,3,1,4,2,2,1,1995,23,3,322,6,3,2,4,1,2,2,3,5,2,1,2,1,2,2,2,2,4,5,2,1,4,2
ESS9e03_1,9,3.1,17.02.2021,1324,DE,0.9994662404060364,0.9783135652542114,3.0373449325561523,6,8,9,4,4,5,5,1,4,3,3,1,1950,68,3,322,2,2,3,4,4,3,2,3,2,2,2,2,2,2,4,3,5,3,5,3,2,2,3
ESS9e03_1,9,3.1,17.02.2021,1360,DE,0.9994662404060364,1.0794105529785156,3.0373449325561523,2,8,10,0,3,2,2,2,6,3,3,1,1964,55,3,322,2,4,1,4,1,2,2,1,2,1,1,1,1,1,3,1,4,2,5,1,1,1,4
ESS9e03_1,9,3.1,17.02.2021,1367,DE,0.9994662404060364,0.6756071448326111,3.0373449325561523,7,8,3,7,6,7,9,1,6,4,2,2,1937,81,6,610,2,1,2,5,2,5,2,1,5,1,2,2,2,2,3,2,4,5,3,1,1,2,6
ESS9e03_1,9,3.1,17.02.2021,1371,DE,0.9994662404060364,0.8702576160430908,3.0373449325561523,2,7,5,4,5,88,88,1,5,1,2,1,1932,86,3,321,2,1,2,7,3,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
ESS9e03_1,9,3.1,17.02.2021,1378,DE,0.9994662404060364,0.8702576160430908,3.0373449325561523,2,2,4,1,2,6,6,1,2,1,2,1,1944,74,3,322,2,2,2,4,3,4,2,4,1,1,1,1,1,1,1,1,3,1,1,1,1,3,2
ESS9e03_1,9,3.1,17.02.2021,1408,DE,0.9994662404060364,1.1437561511993408,3.0373449325561523,4,4,8,6,5,7,6,1,4,3,1,1,1936,82,3,322,2,2,1,4,1,2,2,3,2,2,5,2,2,2,2,2,6,1,2,2,2,2,2
ESS9e03_1,9,3.1,17.02.2021,1437,DE,0.9994662404060364,0.7077029943466187,3.0373449325561523,7,7,6,4,5,7,3,1,6,4,2,2,1991,27,7,720,6,2,2,5,2,3,6,1,5,2,4,2,1,1,2,4,2,4,3,1,1,5,1
ESS9e03_1,9,3.1,17.02.2021,1441,DE,0.9994662404060364,1.271011233329773,3.0373449325561523,8,7,10,6,7,8,9,3,5,4,4,1,1999,20,4,312,2,1,2,3,1,2,4,1,2,1,1,1,2,1,2,1,3,3,1,1,1,3,2
ESS9e03_1,9,3.1,17.02.2021,1467,DE,0.9994662404060364,0.7760168313980103,3.0373449325561523,9,8,8,6,7,7,8,1,5,3,4,1,1980,39,7,720,6,1,2,4,2,2,2,4,5,2,4,4,4,2,2,2,4,3,4,1,2,3,5
ESS9e03_1,9,3.1,17.02.2021,1486,DE,0.9994662404060364,1.275009036064148,3.0373449325561523,3,6,7,2,2,3,3,1,4,2,5,2,1997,21,3,322,6,1,3,5,1,5,3,4,1,3,1,4,1,1,3,2,5,2,3,1,1,1,4
ESS9e03_1,9,3.1,17.02.2021,1493,DE,0.9994662404060364,3.7372753620147705,3.0373449325561523,3,4,5,2,2,3,4,2,5,2,3,1,1948,70,2,229,2,2,4,3,4,2,3,4,5,5,5,3,2,4,3,2,3,3,4,3,4,2,4
ESS9e03_1,9,3.1,17.02.2021,1504,DE,0.9994662404060364,0.4834028482437134,3.0373449325561523,8,7,7,4,5,6,7,1,6,2,3,1,1961,57,7,720,6,2,2,6,4,3,2,2,5,3,2,2,1,4,4,3,4,2,4,2,2,5,3
ESS9e03_1,9,3.1,17.02.2021,1543,DE,0.9994662404060364,0.90782231092453,3.0373449325561523,8,10,9,7,7,8,9,1,5,3,4,1,1968,50,7,720,6,1,3,4,1,3,3,4,2,2,3,3,1,2,3,5,4,2,5,1,1,5,5
ESS9e03_1,9,3.1,17.02.2021,1546,DE,0.9994662404060364,1.0794105529785156,3.0373449325561523,3,3,6,2,2,3,4,1,4,2,2,1,1960,58,3,322,2,2,2,5,2,5,2,3,2,5,2,2,5,2,2,5,5,3,5,3,2,5,2
ESS9e03_1,9,3.1,17.02.2021,1559,DE,0.9994662404060364,0.7760168313980103,3.0373449325561523,8,7,8,5,5,5,7,1,4,2,2,1,1969,49,6,610,6,1,3,5,1,5,3,3,4,2,2,1,2,2,4,3,4,4,5,2,2,2,3
ESS9e03_1,9,3.1,17.02.2021,1633,DE,0.9994662404060364,1.2347224950790405,3.0373449325561523,0,10,10,2,2,8,8,1,6,3,4,1,1978,40,3,322,6,2,4,6,3,4,2,2,4,2,2,3,4,2,2,2,4,2,4,2,2,2,3
ESS9e03_1,9,3.1,17.02.2021,1657,DE,0.9994662404060364,0.8227275609970093,3.0373449325561523,9,8,9,7,6,6,5,1,4,4,1,2,1953,65,3,322,2,2,3,5,2,5,4,3,3,2,2,2,2,1,4,1,5,2,5,1,1,2,2
ESS9e03_1,9,3.1,17.02.2021,1680,DE,0.9994662404060364,1.0849521160125732,3.0373449325561523,8,9,10,4,4,6,6,1,2,1,3,1,1990,29,3,322,6,1,1,3,1,6,1,5,3,2,1,2,1,2,2,1,6,1,4,1,1,4,1
ESS9e03_1,9,3.1,17.02.2021,1714,DE,0.9994662404060364,1.089555263519287,3.0373449325561523,5,8,8,2,3,6,0,1,7,2,4,1,1998,20,4,312,2,1,3,2,2,4,2,3,1,2,2,4,2,2,2,2,4,3,5,1,2,3,3
ESS9e03_1,9,3.1,17.02.2021,1728,DE,0.9994662404060364,1.0824707746505737,3.0373449325561523,2,3,6,1,1,5,4,1,5,4,2,1,1951,67,3,322,6,1,1,1,1,2,1,1,2,1,3,1,1,1,1,2,4,2,1,1,1,1,2
ESS9e03_1,9,3.1,17.02.2021,1756,DE,0.9994662404060364,0.7596949338912964,3.0373449325561523,6,7,8,5,5,5,7,1,5,3,2,2,1957,61,3,322,6,1,3,4,1,5,5,3,2,2,2,2,2,1,5,4,4,4,5,2,2,2,5
ESS9e03_1,9,3.1,17.02.2021,1805,DE,0.9994662404060364,1.1023201942443848,3.0373449325561523,4,6,9,3,3,3,4,1,2,1,2,2,1949,69,3,321,2,2,1,6,1,2,1,1,5,2,1,2,2,1,5,2,5,2,2,1,1,1,1
ESS9e03_1,9,3.1,17.02.2021,1833,DE,0.9994662404060364,1.0619838237762451,3.0373449325561523,8,9,9,5,5,6,6,3,6,2,2,2,2001,18,1,113,2,2,2,3,1,4,3,1,4,2,3,2,2,2,3,1,4,5,4,1,3,2,2
ESS9e03_1,9,3.1,17.02.2021,1836,DE,0.9994662404060364,0.8992711305618286,3.0373449325561523,6,7,3,3,4,5,7,1,6,2,2,2,1996,22,6,620,6,1,1,6,1,3,4,2,4,1,4,2,2,3,4,5,5,2,3,1,2,6,5
ESS9e03_1,9,3.1,17.02.2021,1929,DE,0.9994662404060364,1.1190791130065918,3.0373449325561523,8,7,10,10,8,9,4,2,4,3,4,1,1964,54,3,322,6,2,1,5,1,3,2,2,3,2,4,2,2,1,2,1,1,2,1,2,1,5,2
ESS9e03_1,9,3.1,17.02.2021,2012,DE,0.9994662404060364,0.4834028482437134,3.0373449325561523,8,9,8,8,8,8,8,1,7,5,2,1,1928,90,7,800,2,1,2,6,1,4,3,1,5,1,3,2,1,1,4,4,3,6,6,2,1,5,1
ESS9e03_1,9,3.1,17.02.2021,2043,DE,0.9994662404060364,0.9634578824043274,3.0373449325561523,4,4,6,5,5,3,2,1,4,2,1,1,1931,88,3,322,2,1,4,6,2,5,2,5,2,2,3,3,4,2,5,2,6,3,5,2,2,3,2
ESS9e03_1,9,3.1,17.02.2021,2046,DE,0.9994662404060364,1.0778979063034058,3.0373449325561523,0,2,4,0,5,2,5,1,2,4,3,1,1950,68,3,322,2,2,3,5,2,4,2,2,2,5,2,1,1,2,3,1,5,2,5,1,2,2,1
ESS9e03_1,9,3.1,17.02.2021,2097,DE,0.9994662404060364,0.9783135652542114,3.0373449325561523,6,9,9,5,5,3,5,1,4,3,3,1,1962,56,3,322,2,2,2,5,2,2,2,3,2,2,3,2,2,2,2,2,3,2,2,2,2,2,2
ESS9e03_1,9,3.1,17.02.2021,2105,DE,0.9994662404060364,0.5898914933204651,3.0373449325561523,4,7,7,5,3,2,3,1,6,4,1,2,1953,65,7,720,2,2,1,5,1,4,1,1,1,1,1,2,3,1,2,1,6,1,5,1,1,1,4
ESS9e03_1,9,3.1,17.02.2021,2129,DE,0.9994662404060364,1.275009036064148,3.0373449325561523,3,5,6,3,3,3,5,1,5,5,4,2,1996,22,4,313,1,1,2,5,1,1,3,3,5,2,5,2,2,2,5,5,5,3,3,1,2,3,2
ESS9e03_1,9,3.1,17.02.2021,2154,DE,0.9994662404060364,0.68913733959198,3.0373449325561523,4,6,5,3,3,6,7,1,4,2,3,2,1962,57,7,720,6,2,1,5,1,2,3,1,5,1,4,4,1,1,1,1,5,4,3,1,1,2,3
ESS9e03_1,9,3.1,17.02.2021,2204,DE,0.9994662404060364,1.0864747762680054,3.0373449325561523,5,7,6,4,4,5,88,1,6,3,3,1,1998,21,3,322,6,2,2,5,3,3,5,2,2,3,1,2,2,2,4,2,3,2,5,2,3,4,2
ESS9e03_1,9,3.1,17.02.2021,2261,DE,0.9994662404060364,0.6030320525169373,3.0373449325561523,3,4,5,4,3,3,5,1,4,3,2,2,1955,64,5,520,6,2,2,5,2,5,2,5,2,2,2,3,3,1,3,2,6,3,4,2,1,1,6
ESS9e03_1,9,3.1,17.02.2021,2323,DE,0.9994662404060364,1.2542533874511719,3.0373449325561523,3,3,5,3,4,4,6,3,2,1,4,1,1995,23,4,313,6,2,3,5,3,2,2,6,1,3,1,6,3,4,3,2,5,4,4,3,2,4,5
ESS9e03_1,9,3.1,17.02.2021,2328,DE,0.9994662404060364,1.0794105529785156,3.0373449325561523,7,8,6,5,4,4,4,1,3,3,2,1,1936,82,3,322,2,1,3,5,2,2,3,4,3,2,2,3,1,2,5,3,5,2,5,2,1,3,5
ESS9e03_1,9,3.1,17.02.2021,2339,DE,0.9994662404060364,0.7033355832099915,3.0373449325561523,5,7,7,5,5,5,7,1,4,2,4,1,1974,44,7,800,6,1,4,2,2,1,4,3,4,2,4,2,1,1,1,2,3,4,2,1,2,3,4
ESS9e03_1,9,3.1,17.02.2021,2390,DE,0.9994662404060364,1.275009036064148,3.0373449325561523,5,6,7,4,4,5,5,1,4,1,2,2,1998,20,4,313,2,1,1,5,1,1,2,1,4,1,3,2,1,1,1,1,1,4,3,1,1,1,1
ESS9e03_1,9,3.1,17.02.2021,2402,DE,0.9994662404060364,0.5333567261695862,3.0373449325561523,5,5,6,4,4,5,5,1,6,3,2,1,1951,67,5,520,2,2,2,3,2,4,5,2,5,2,2,2,2,2,2,2,2,5,5,2,2,4,2
ESS9e03_1,9,3.1,17.02.2021,2434,DE,0.9994662404060364,0.9783135652542114,3.0373449325561523,3,7,5,2,1,1,4,1,4,4,6,1,1952,66,3,322,2,1,1,5,1,4,3,1,6,1,1,1,1,1,4,3,1,1,2,1,1,4,3
ESS9e03_1,9,3.1,17.02.2021,2461,DE,0.9994662404060364,0.8759531378746033,3.0373449325561523,2,2,8,2,4,6,5,2,4,2,1,1,1985,34,3,322,6,2,2,3,2,1,2,2,2,2,3,1,1,2,2,1,5,5,2,2,1,5,1
ESS9e03_1,9,3.1,17.02.2021,2567,DE,0.9994662404060364,0.9626713991165161,3.0373449325561523,4,5,8,4,4,4,4,1,5,4,3,2,1968,50,3,322,6,1,2,6,1,3,3,3,2,2,2,2,2,2,3,1,3,2,6,1,2,2,3
ESS9e03_1,9,3.1,17.02.2021,2573,DE,0.9994662404060364,1.0794105529785156,3.0373449325561523,7,8,9,5,7,7,6,1,5,3,2,1,1936,82,3,322,2,2,3,5,2,3,2,2,2,2,2,2,2,2,2,2,4,3,4,2,1,2,2
ESS9e03_1,9,3.1,17.02.2021,2602,DE,0.9994662404060364,0.7334275245666504,3.0373449325561523,6,4,7,3,5,4,6,1,3,2,2,2,1981,38,7,720,6,1,3,5,2,3,2,4,4,1,2,1,1,2,1,2,5,2,2,2,1,5,3
ESS9e03_1,9,3.1,17.02.2021,2604,DE,0.9994662404060364,0.9783135652542114,3.0373449325561523,0,5,9,0,3,0,3,1,4,2,4,1,1950,68,3,322,2,2,3,4,2,6,1,3,3,2,2,2,2,2,6,1,5,1,3,1,1,3,3
ESS9e03_1,9,3.1,17.02.2021,2612,DE,0.9994662404060364,0.6969566941261292,3.0373449325561523,4,6,6,4,4,5,5,1,3,2,4,2,1993,26,5,520,6,3,4,2,2,3,2,5,5,4,2,3,4,2,3,2,5,5,2,2,5,4,4
ESS9e03_1,9,3.1,17.02.2021,2613,DE,0.9994662404060364,0.90782231092453,3.0373449325561523,6,4,7,6,6,5,4,1,5,2,2,1,1975,44,6,610,6,1,2,5,4,2,3,2,5,4,5,2,1,2,2,1,2,5,2,2,2,3,2
ESS9e03_1,9,3.1,17.02.2021,2626,DE,0.9994662404060364,1.0683845281600952,3.0373449325561523,2,3,3,3,3,2,2,1,2,4,3,2,1960,58,3,321,6,2,1,5,2,2,2,2,5,2,2,3,2,2,2,3,4,3,4,2,2,3,2
ESS9e03_1,9,3.1,17.02.2021,2662,DE,0.9994662404060364,1.0473377704620361,3.0373449325561523,7,10,8,3,6,5,4,3,7,2,5,1,2002,16,1,113,2,1,3,4,2,4,1,4,4,3,4,3,1,3,4,2,5,3,2,2,2,4,4
ESS9e03_1,9,3.1,17.02.2021,2750,DE,0.9994662404060364,1.0503069162368774,3.0373449325561523,7,8,7,3,7,6,3,3,5,2,5,1,2000,18,2,213,2,2,2,3,1,3,2,3,2,2,1,2,2,1,2,1,3,2,3,1,2,2,3
ESS9e03_1,9,3.1,17.02.2021,2775,DE,0.9994662404060364,0.6746605634689331,3.0373449325561523,8,8,9,4,4,88,88,1,3,3,2,2,1956,62,7,720,6,2,1,5,2,5,2,3,4,2,2,2,2,3,3,3,3,5,4,2,1,2,3
ESS9e03_1,9,3.1,17.02.2021,2819,DE,0.9994662404060364,1.2594501972198486,3.0373449325561523,9,9,6,0,2,6,8,3,5,4,1,1,1982,36,5,423,6,3,2,5,5,1,2,3,1,1,3,3,1,1,1,4,6,3,6,3,1,1,3
ESS9e03_1,9,3.1,17.02.2021,2826,DE,0.9994662404060364,1.089555263519287,3.0373449325561523,2,7,8,1,2,3,2,1,6,3,1,1,1997,21,4,312,6,2,2,3,2,3,4,3,4,2,3,2,4,2,3,2,4,2,4,1,4,2,4
ESS9e03_1,9,3.1,17.02.2021,2827,DE,0.9994662404060364,0.9783135652542114,3.0373449325561523,6,8,9,5,4,4,2,1,6,4,2,1,1939,79,3,322,2,1,1,4,1,5,2,2,2,2,2,1,1,3,2,2,5,3,2,1,2,1,3
ESS9e03_1,9,3.1,17.02.2021,2830,DE,0.9994662404060364,0.7596949338912964,3.0373449325561523,4,5,5,3,3,4,4,1,7,3,2,2,1954,64,3,322,2,2,2,5,2,5,1,2,4,3,2,3,1,1,6,1,6,2,4,2,1,1,5
ESS9e03_1,9,3.1,17.02.2021,2844,DE,0.9994662404060364,0.6256514191627502,3.0373449325561523,1,5,5,0,1,0,0,1,2,1,3,1,1964,54,5,520,6,1,5,6,3,6,2,5,3,2,2,2,3,1,5,3,5,4,5,2,2,6,4
ESS9e03_1,9,3.1,17.02.2021,2881,DE,0.9994662404060364,1.0619838237762451,3.0373449325561523,7,5,2,8,6,5,7,3,6,3,1,2,2002,16,1,113,2,2,2,5,1,3,2,3,5,2,4,3,2,2,4,2,4,3,5,1,2,2,2
