name,essround,edition,proddate,idno,cntry,dweight,pspwght,pweight,trstprl,trstlgl,trstplc,trstplt,trstprt,trstep,trstun,vote,sclmeet,sclact,hhmmb,gndr,yrbrn,agea,eisced,edulvlb,crpdwk,hincfel,ipcrtiv,imprich,ipeqopt,ipshabt,impsafe,impdiff,ipfrule,ipudrst,ipmodst,ipgdtim,impfree,iphlppl,ipsuces,ipstrgv,ipadvnt,ipbhprp,iprspot,iplylfr,impenv,imptrad,impfun
ESS9e03_1,9,3.1,17.02.2021,14151,DE,0.9994662404060364,0.942275881767273,3.0373449325561523,5,8,9,5,5,5,5,1,5,3,3,2,1941,77,3,322,2,1,4,6,3,3,3,2,2,2,3,2,3,2,2,2,6,4,6,3,1,3,2
ESS9e03_1,9,3.1,17.02.2021,14172,DE,0.9994662404060364,0.9985271096229553,3.0373449325561523,8,4,7,5,7,7,8,1,5,3,2,1,1996,22,2,212,6,2,2,3,2,3,4,1,2,2,2,1,1,2,2,2,1,3,4,2,2,3,2
ESS9e03_1,9,3.1,17.02.2021,14185,DE,0.9994662404060364,0.8702576160430908,3.0373449325561523,4,3,5,3,3,4,3,1,4,3,2,1,1941,77,5,422,2,2,1,4,3,3,2,4,1,4,5,3,3,1,3,1,5,1,4,3,1,3,2
ESS9e03_1,9,3.1,17.02.2021,14189,DE,0.9994662404060364,0.8702576160430908,3.0373449325561523,7,8,8,6,5,5,6,1,6,3,3,1,1958,60,5,423,6,2,2,5,2,3,2,5,5,2,3,2,1,1,3,3,5,5,3,1,2,2,3
ESS9e03_1,9,3.1,17.02.2021,14219,DE,0.9994662404060364,0.47606244683265686,3.0373449325561523,6,7,7,3,3,4,5,1,6,3,1,1,1961,57,7,720,6,2,2,3,2,2,3,2,4,3,2,2,1,3,2,1,4,2,4,1,3,3,5
ESS9e03_1,9,3.1,17.02.2021,14230,DE,0.9994662404060364,0.7660266757011414,3.0373449325561523,6,6,8,7,6,8,5,1,6,3,2,2,1940,78,5,520,2,1,3,6,1,5,3,1,1,3,3,2,2,1,5,2,6,2,4,1,1,2,3
ESS9e03_1,9,3.1,17.02.2021,14250,DE,0.9994662404060364,1.1025546789169312,3.0373449325561523,3,8,8,1,1,5,5,1,6,4,2,2,1973,45,5,422,2,1,4,3,1,5,5,2,3,1,3,1,1,3,5,2,4,5,4,2,2,3,2
ESS9e03_1,9,3.1,17.02.2021,14293,DE,0.9994662404060364,1.2318822145462036,3.0373449325561523,0,4,7,4,4,88,4,1,6,3,4,1,1985,34,3,322,6,2,2,3,5,3,2,3,5,2,2,2,3,2,3,1,5,3,2,1,1,2,4
ESS9e03_1,9,3.1,17.02.2021,14337,DE,0.9994662404060364,1.4253945350646973,3.0373449325561523,2,2,6,2,2,2,2,1,5,3,3,1,1971,47,3,322,6,2,2,3,3,4,3,5,6,5,3,2,2,2,3,2,5,5,5,1,1,2,3
ESS9e03_1,9,3.1,17.02.2021,14342,DE,0.9994662404060364,0.5333567261695862,3.0373449325561523,6,8,8,6,6,6,5,2,5,3,3,1,1963,55,6,620,6,2,1,1,1,2,2,2,3,1,2,2,5,2,2,2,3,3,2,2,2,5,3
ESS9e03_1,9,3.1,17.02.2021,14385,DE,0.9994662404060364,0.4834028482437134,3.0373449325561523,7,8,8,3,3,3,6,1,6,4,1,1,1963,55,6,610,6,1,2,5,2,4,3,5,5,2,3,4,1,2,3,3,4,3,3,1,1,4,4
ESS9e03_1,9,3.1,17.02.2021,14400,DE,0.9994662404060364,1.2341517210006714,3.0373449325561523,6,3,6,2,3,7,3,1,6,2,2,1,1996,22,3,321,6,2,3,3,2,3,2,4,5,4,3,3,4,4,3,3,5,3,4,3,3,5,5
ESS9e03_1,9,3.1,17.02.2021,14453,DE,0.9994662404060364,0.6021893620491028,3.0373449325561523,3,3,3,3,3,3,88,1,6,3,3,1,1986,33,6,610,6,1,3,5,3,2,2,3,4,2,3,2,2,2,2,4,4,3,3,2,2,4,3
ESS9e03_1,9,3.1,17.02.2021,14488,DE,0.9994662404060364,1.0849521160125732,3.0373449325561523,4,4,6,3,4,5,6,1,6,4,2,1,1986,32,3,322,6,1,2,4,2,3,2,2,2,2,2,2,2,2,2,2,5,5,2,2,2,2,1
ESS9e03_1,9,3.1,17.02.2021,14508,DE,0.9994662404060364,0.9954758286476135,3.0373449325561523,3,7,7,1,3,1,1,1,5,3,2,1,1967,51,3,322,6,2,1,5,1,5,2,2,2,2,2,2,1,2,2,2,5,2,3,1,2,2,3
ESS9e03_1,9,3.1,17.02.2021,14511,DE,0.9994662404060364,0.5333567261695862,3.0373449325561523,2,8,8,10,7,8,4,3,7,2,5,1,1963,55,7,720,2,2,2,3,2,2,2,1,3,1,1,3,8,1,1,2,5,3,1,3,1,2,1
ESS9e03_1,9,3.1,17.02.2021,14548,DE,0.9994662404060364,0.5333567261695862,3.0373449325561523,6,4,4,4,5,5,6,1,6,3,2,1,1947,71,5,520,2,2,3,4,3,5,2,2,4,2,2,2,2,3,4,3,3,3,4,2,1,3,3
ESS9e03_1,9,3.1,17.02.2021,14564,DE,0.9994662404060364,0.8702576160430908,3.0373449325561523,3,2,7,1,3,5,5,1,4,2,1,1,1939,79,3,322,2,2,2,3,2,2,2,2,2,2,1,2,2,2,2,1,3,2,3,2,1,1,1
ESS9e03_1,9,3.1,17.02.2021,14597,DE,0.9994662404060364,0.7596949338912964,3.0373449325561523,5,7,8,2,2,4,5,1,6,3,1,2,1953,65,3,322,6,2,1,6,1,6,3,4,4,1,3,4,1,1,6,6,3,4,6,1,1,4,3
ESS9e03_1,9,3.1,17.02.2021,14719,DE,0.9994662404060364,0.7799375653266907,3.0373449325561523,4,3,6,3,2,7,6,1,5,3,1,2,1948,71,7,720,2,1,3,6,1,3,3,1,3,2,4,3,1,1,3,2,5,3,3,1,1,5,2
ESS9e03_1,9,3.1,17.02.2021,14740,DE,0.9994662404060364,1.1010096073150635,3.0373449325561523,5,3,8,3,5,2,0,1,6,3,4,2,1974,44,4,313,6,2,2,5,2,5,1,4,5,2,2,5,5,1,4,2,5,1,3,1,3,3,4
ESS9e03_1,9,3.1,17.02.2021,14780,DE,0.9994662404060364,0.8410544991493225,3.0373449325561523,3,3,5,3,3,3,2,1,6,3,2,2,1954,64,3,322,6,2,2,5,2,3,2,2,3,1,2,2,3,2,3,2,4,2,3,1,1,2,1
ESS9e03_1,9,3.1,17.02.2021,14782,DE,0.9994662404060364,0.8889173269271851,3.0373449325561523,88,6,7,4,4,77,77,2,4,3,2,2,1983,36,3,322,6,2,4,4,2,3,2,2,2,2,2,2,3,2,2,3,4,2,5,2,1,4,2
ESS9e03_1,9,3.1,17.02.2021,14786,DE,0.9994662404060364,0.6628556847572327,3.0373449325561523,5,6,6,4,4,4,4,1,4,3,2,2,1968,50,5,520,6,2,3,5,2,4,3,5,3,3,3,5,4,3,5,3,5,4,8,2,2,3,4
ESS9e03_1,9,3.1,17.02.2021,14818,DE,0.9994662404060364,0.6746630668640137,3.0373449325561523,4,4,6,2,2,2,3,3,6,4,2,1,1988,30,6,610,6,3,2,5,2,2,2,4,3,2,3,2,2,3,3,1,5,2,3,2,1,1,2
ESS9e03_1,9,3.1,17.02.2021,14823,DE,0.9994662404060364,1.300542950630188,3.0373449325561523,5,5,2,2,4,5,5,2,4,2,2,2,1996,23,3,321,6,1,2,3,1,5,2,2,2,2,5,2,1,1,5,2,3,5,6,1,2,1,2
ESS9e03_1,9,3.1,17.02.2021,14830,DE,0.9994662404060364,2.054727077484131,3.0373449325561523,1,1,8,6,7,88,8,2,5,3,1,2,1940,78,2,212,2,2,3,6,1,5,2,4,1,2,2,2,2,2,6,2,6,2,6,2,2,1,2
ESS9e03_1,9,3.1,17.02.2021,14834,DE,0.9994662404060364,0.7033355832099915,3.0373449325561523,5,7,8,6,6,5,4,1,6,4,4,1,1976,42,7,800,6,1,1,5,2,2,2,2,5,2,2,2,1,1,2,2,4,4,3,1,1,4,4
ESS9e03_1,9,3.1,17.02.2021,14844,DE,0.9994662404060364,0.4834028482437134,3.0373449325561523,0,4,10,2,1,1,1,1,3,2,1,1,1957,61,5,520,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
ESS9e03_1,9,3.1,17.02.2021,14871,DE,0.9994662404060364,0.5326094627380371,3.0373449325561523,3,5,5,3,3,3,4,1,4,4,2,1,1940,78,6,610,2,1,3,5,3,2,2,3,2,2,2,2,2,2,2,1,4,2,2,1,1,2,2
ESS9e03_1,9,3.1,17.02.2021,14876,DE,0.9994662404060364,0.6123300790786743,3.0373449325561523,5,5,5,3,3,5,3,1,4,4,1,2,1961,57,5,520,2,2,3,3,1,6,1,2,4,2,3,2,1,3,5,1,2,2,5,2,1,3,2
ESS9e03_1,9,3.1,17.02.2021,14895,DE,0.9994662404060364,0.5440381765365601,3.0373449325561523,9,9,9,4,4,3,2,1,4,4,2,1,1938,80,7,720,2,1,2,5,2,6,4,2,2,2,4,2,2,1,4,5,6,2,4,2,2,2,4
ESS9e03_1,9,3.1,17.02.2021,14906,DE,0.9994662404060364,1.8340044021606445,3.0373449325561523,88,88,7,88,88,88,88,2,3,2,1,2,1928,90,2,212,2,2,5,5,2,3,2,5,2,2,2,2,2,2,8,1,5,1,5,2,2,2,3
ESS9e03_1,9,3.1,17.02.2021,14915,DE,0.9994662404060364,1.0877866744995117,3.0373449325561523,6,10,0,0,10,9,4,1,4,1,5,2,1961,57,4,313,2,3,6,6,4,4,2,6,1,6,1,4,6,1,6,1,6,1,2,6,1,1,6
ESS9e03_1,9,3.1,17.02.2021,14917,DE,0.9994662404060364,0.6239466667175293,3.0373449325561523,6,9,9,5,5,3,5,1,6,3,2,1,1962,57,5,520,6,1,1,4,2,2,2,1,3,2,2,2,2,2,2,2,4,3,3,1,1,2,2
ESS9e03_1,9,3.1,17.02.2021,15016,DE,0.9994662404060364,0.9954758286476135,3.0373449325561523,2,3,5,6,2,8,10,2,7,4,4,1,1979,39,3,322,6,2,2,5,3,3,2,2,5,3,3,2,2,3,3,3,3,3,3,2,2,3,3
ESS9e03_1,9,3.1,17.02.2021,15067,DE,0.9994662404060364,0.8798747658729553,3.0373449325561523,0,7,10,0,0,0,4,1,4,4,4,1,1966,52,7,720,6,2,3,3,2,2,3,2,2,2,5,3,1,1,2,1,5,2,2,1,1,2,3
ESS9e03_1,9,3.1,17.02.2021,15151,DE,0.9994662404060364,0.9634578824043274,3.0373449325561523,4,8,8,5,5,1,6,1,4,2,1,1,1959,59,3,322,6,2,2,5,2,2,2,5,5,2,2,4,2,1,6,2,5,3,5,2,1,3,5
ESS9e03_1,9,3.1,17.02.2021,15217,DE,0.9994662404060364,1.4444388151168823,3.0373449325561523,3,3,4,4,4,3,6,3,2,2,3,1,1967,51,3,322,6,2,2,5,2,6,5,2,3,2,2,2,1,2,3,2,1,2,3,2,1,4,4
ESS9e03_1,9,3.1,17.02.2021,15233,DE,0.9994662404060364,0.9625189304351807,3.0373449325561523,5,9,7,5,5,6,5,3,6,3,3,2,2002,16,2,213,2,2,2,3,1,3,2,2,2,3,3,1,2,2,3,2,3,3,3,1,1,3,2
ESS9e03_1,9,3.1,17.02.2021,15239,DE,0.9994662404060364,1.2697876691818237,3.0373449325561523,5,4,4,5,5,5,4,1,4,1,1,2,1976,42,5,422,2,2,1,2,2,3,1,2,1,1,1,1,1,1,3,1,4,1,3,1,1,3,3
ESS9e03_1,9,3.1,17.02.2021,15254,DE,0.9994662404060364,1.0291049480438232,3.0373449325561523,5,7,5,2,2,3,3,1,4,3,2,1,1952,66,3,322,2,2,3,6,1,5,2,2,5,2,2,2,1,2,5,3,4,3,5,2,1,4,2
ESS9e03_1,9,3.1,17.02.2021,15266,DE,0.9994662404060364,1.0291049480438232,3.0373449325561523,5,7,9,5,5,4,2,1,6,3,1,1,1950,68,3,322,2,2,3,5,2,3,2,2,2,1,2,2,3,1,4,2,4,4,3,1,1,2,2
ESS9e03_1,9,3.1,17.02.2021,15281,DE,0.9994662404060364,0.508499801158905,3.0373449325561523,1,7,10,0,0,0,0,2,6,2,1,1,1958,61,7,720,2,3,5,6,1,5,2,5,2,1,1,2,5,1,2,1,6,5,4,1,6,1,6
ESS9e03_1,9,3.1,17.02.2021,15318,DE,0.9994662404060364,1.2501145601272583,3.0373449325561523,5,3,8,4,4,4,5,1,4,2,4,2,1976,42,3,322,6,2,2,5,1,5,2,4,2,1,2,4,1,2,3,1,5,3,5,1,2,3,5
ESS9e03_1,9,3.1,17.02.2021,15340,DE,0.9994662404060364,0.6756071448326111,3.0373449325561523,7,8,8,5,5,5,5,1,5,3,2,2,1960,59,7,720,6,1,4,4,2,5,3,4,5,2,2,3,1,3,3,2,5,4,3,1,1,4,5
ESS9e03_1,9,3.1,17.02.2021,15397,DE,0.9994662404060364,0.5333567261695862,3.0373449325561523,5,7,8,4,5,4,3,1,6,4,3,1,1961,57,5,520,6,1,3,4,1,6,4,4,4,2,3,2,2,3,4,4,5,5,5,2,3,2,3
ESS9e03_1,9,3.1,17.02.2021,15415,DE,0.9994662404060364,1.0877866744995117,3.0373449325561523,9,5,8,3,5,4,4,1,4,3,2,2,1954,64,3,322,2,1,5,6,3,5,3,4,5,3,3,3,2,2,5,5,6,5,5,2,3,2,5
ESS9e03_1,9,3.1,17.02.2021,15427,DE,0.9994662404060364,0.6969566941261292,3.0373449325561523,7,7,5,3,3,7,4,1,7,4,1,2,1993,25,6,610,6,2,2,6,1,4,5,2,5,1,5,2,1,2,4,3,1,3,5,1,1,5,3
ESS9e03_1,9,3.1,17.02.2021,15432,DE,0.9994662404060364,0.8443995714187622,3.0373449325561523,5,7,8,3,3,5,5,3,6,3,5,1,2003,15,1,113,2,2,2,3,4,3,2,2,3,4,3,2,2,2,2,1,2,3,2,2,3,2,3
ESS9e03_1,9,3.1,17.02.2021,15448,DE,0.9994662404060364,0.886969268321991,3.0373449325561523,7,8,8,7,7,7,7,1,7,5,2,2,1989,29,7,720,2,2,1,5,1,4,5,1,6,1,3,1,1,1,2,3,2,3,5,1,1,6,4
ESS9e03_1,9,3.1,17.02.2021,15474,DE,0.9994662404060364,1.402550220489502,3.0373449325561523,5,5,5,5,5,5,6,1,7,1,1,1,1973,46,3,322,2,4,2,6,2,5,3,2,5,4,2,2,2,2,5,3,5,4,3,2,2,2,4
ESS9e03_1,9,3.1,17.02.2021,15477,DE,0.9994662404060364,0.7663653492927551,3.0373449325561523,6,5,3,6,6,6,6,1,7,3,2,1,1991,27,6,620,6,2,3,5,1,2,5,2,6,2,4,2,1,2,4,5,5,3,4,2,3,4,1
ESS9e03_1,9,3.1,17.02.2021,15531,DE,0.9994662404060364,0.7760168313980103,3.0373449325561523,7,9,10,7,7,9,9,1,5,2,4,1,1966,52,5,520,6,1,1,5,1,5,1,5,5,3,3,3,3,3,3,3,5,2,1,1,1,5,5
ESS9e03_1,9,3.1,17.02.2021,15551,DE,0.9994662404060364,0.6123300790786743,3.0373449325561523,8,8,7,5,6,7,9,1,4,2,4,2,1960,59,7,720,6,3,3,4,1,4,2,3,3,2,1,3,2,1,3,3,5,2,3,1,1,2,5
ESS9e03_1,9,3.1,17.02.2021,15633,DE,0.9994662404060364,0.6746630668640137,3.0373449325561523,5,7,6,4,4,5,4,1,7,5,3,1,1989,30,6,620,6,1,2,5,2,4,5,2,5,2,3,2,2,2,3,2,3,2,3,2,2,4,3
ESS9e03_1,9,3.1,17.02.2021,15652,DE,0.9994662404060364,1.0794105529785156,3.0373449325561523,7,9,9,7,5,4,7,1,6,2,4,1,1962,56,4,313,6,1,1,5,1,1,4,2,5,1,3,1,2,2,1,4,3,5,6,1,2,3,3
ESS9e03_1,9,3.1,17.02.2021,15671,DE,0.9994662404060364,1.2898223400115967,3.0373449325561523,2,6,9,1,1,4,0,1,5,3,4,2,1983,35,3,322,6,1,1,6,3,3,5,2,3,2,2,2,2,2,4,2,3,3,2,2,2,1,2
ESS9e03_1,9,3.1,17.02.2021,15700,DE,0.9994662404060364,0.8422838449478149,3.0373449325561523,6,8,8,5,5,4,6,1,5,3,3,2,1973,45,7,720,6,2,2,5,4,3,3,2,2,2,2,2,2,2,5,4,5,4,5,4,2,1,3
ESS9e03_1,9,3.1,17.02.2021,15716,DE,0.9994662404060364,0.9847161769866943,3.0373449325561523,2,3,2,1,2,5,6,1,4,3,2,1,1989,30,3,322,6,2,3,4,2,3,3,3,6,3,2,2,3,3,2,3,3,3,2,2,2,2,2
ESS9e03_1,9,3.1,17.02.2021,15728,DE,0.9994662404060364,1.2347224950790405,3.0373449325561523,3,3,5,2,2,4,2,1,2,2,4,1,1974,44,3,322,6,2,3,2,2,4,2,3,5,2,1,1,2,2,2,2,5,2,4,2,1,2,2
ESS9e03_1,9,3.1,17.02.2021,15730,DE,0.9994662404060364,1.4444388151168823,3.0373449325561523,3,6,6,3,3,2,4,1,6,3,3,1,1980,38,5,422,6,1,2,2,2,3,4,4,3,2,4,1,1,2,1,2,4,2,2,1,2,2,3
ESS9e03_1,9,3.1,17.02.2021,15763,DE,0.9994662404060364,0.6239466667175293,3.0373449325561523,1,8,8,1,1,3,5,1,3,2,2,1,1948,70,6,610,2,1,1,4,1,5,4,2,5,1,2,2,1,3,2,1,3,2,3,1,1,5,5
ESS9e03_1,9,3.1,17.02.2021,15790,DE,0.9994662404060364,0.9841160774230957,3.0373449325561523,7,7,8,8,6,7,7,1,5,3,5,2,1971,47,3,321,6,2,4,5,2,4,1,4,3,3,2,4,4,2,5,2,6,3,4,2,3,2,5
ESS9e03_1,9,3.1,17.02.2021,15799,DE,0.9994662404060364,0.6775225400924683,3.0373449325561523,8,4,0,7,4,8,9,1,1,2,1,2,1928,90,7,720,2,1,1,6,1,2,6,1,6,1,8,1,1,3,8,6,1,6,4,1,1,6,6
ESS9e03_1,9,3.1,17.02.2021,15816,DE,0.9994662404060364,0.9449474811553955,3.0373449325561523,2,6,7,2,2,2,3,1,4,2,2,2,1963,56,3,321,2,1,4,3,4,4,1,4,4,3,2,2,3,2,5,3,6,2,3,2,3,3,4
ESS9e03_1,9,3.1,17.02.2021,15839,DE,0.9994662404060364,1.0279556512832642,3.0373449325561523,5,5,6,4,3,5,5,1,7,4,4,2,1997,21,4,313,2,1,2,4,1,5,3,3,2,1,3,2,2,1,4,4,2,3,5,1,3,4,3
ESS9e03_1,9,3.1,17.02.2021,15860,DE,0.9994662404060364,0.9984468221664429,3.0373449325561523,6,8,8,7,6,6,6,1,4,3,1,2,1940,78,3,322,2,1,2,5,2,5,5,3,2,2,4,3,2,4,5,4,5,4,5,2,1,5,5
ESS9e03_1,9,3.1,17.02.2021,15879,DE,0.9994662404060364,1.2898223400115967,3.0373449325561523,6,8,8,5,5,5,5,2,4,3,3,2,1976,42,3,321,6,2,2,4,5,4,3,2,5,2,4,1,1,3,4,2,2,3,4,2,2,5,2
ESS9e03_1,9,3.1,17.02.2021,15914,DE,0.9994662404060364,1.2347224950790405,3.0373449325561523,8,2,5,5,5,6,5,1,6,3,3,1,1976,42,4,313,6,1,1,3,3,3,1,2,3,3,4,2,1,2,2,1,3,2,1,2,1,2,3
ESS9e03_1,9,3.1,17.02.2021,15938,DE,0.9994662404060364,1.1025546789169312,3.0373449325561523,2,3,6,0,1,4,4,1,4,3,2,2,1966,52,3,322,6,1,4,4,2,2,2,4,3,1,3,2,3,2,2,4,5,2,3,2,2,3,4
ESS9e03_1,9,3.1,17.02.2021,15942,DE,0.9994662404060364,0.7077029943466187,3.0373449325561523,4,6,9,4,5,5,8,1,6,3,2,2,1987,31,6,620,6,1,2,3,1,3,2,2,1,2,5,2,1,2,3,2,4,3,4,1,2,3,3
ESS9e03_1,9,3.1,17.02.2021,15990,DE,0.9994662404060364,0.7892537117004395,3.0373449325561523,88,5,10,0,0,0,0,3,5,1,3,1,1984,34,6,610,6,1,2,3,2,4,4,3,4,2,4,3,1,3,1,2,3,4,2,2,1,1,2
ESS9e03_1,9,3.1,17.02.2021,16033,DE,0.9994662404060364,0.7596949338912964,3.0373449325561523,5,2,8,0,4,4,5,1,2,2,2,2,1936,82,3,322,2,2,2,5,3,5,2,5,2,2,2,1,2,2,4,2,3,1,2,2,1,3,1
ESS9e03_1,9,3.1,17.02.2021,16057,DE,0.9994662404060364,2.4037201404571533,3.0373449325561523,7,6,8,8,6,5,7,1,5,4,2,2,1953,65,2,213,1,1,2,6,5,5,2,5,2,1,2,5,1,2,3,2,5,2,3,2,2,1,6
ESS9e03_1,9,3.1,17.02.2021,16092,DE,0.9994662404060364,0.8540229201316833,3.0373449325561523,8,9,9,6,6,6,6,1,4,2,2,2,1940,78,3,322,2,1,4,6,1,6,2,2,3,2,2,2,1,1,3,1,5,2,5,2,1,3,4
ESS9e03_1,9,3.1,17.02.2021,16099,DE,0.9994662404060364,0.9992899298667908,3.0373449325561523,3,4,6,2,1,1,1,1,3,3,3,2,1974,44,3,322,6,3,1,4,3,6,2,3,3,1,1,3,1,1,3,1,4,3,5,1,2,2,3
ESS9e03_1,9,3.1,17.02.2021,16117,DE,0.9994662404060364,0.9449474811553955,3.0373449325561523,5,5,8,5,5,5,5,1,3,1,1,2,1940,78,3,322,2,2,2,5,2,3,1,5,3,1,2,5,1,2,3,2,6,1,1,1,1,2,5
ESS9e03_1,9,3.1,17.02.2021,16146,DE,0.9994662404060364,1.262747049331665,3.0373449325561523,3,2,7,3,2,1,4,1,6,4,2,1,1948,71,3,321,2,3,2,5,3,3,1,2,4,2,2,1,2,2,3,2,5,2,3,1,3,1,1
ESS9e03_1,9,3.1,17.02.2021,16162,DE,0.9994662404060364,1.262747049331665,3.0373449325561523,2,2,7,5,5,2,5,3,6,3,8,1,1963,55,3,322,6,1,1,5,2,5,2,6,4,2,4,2,2,2,3,2,6,3,3,2,4,3,6
ESS9e03_1,9,3.1,17.02.2021,16174,DE,0.9994662404060364,0.9634578824043274,3.0373449325561523,4,3,5,5,3,3,5,1,3,3,2,1,1949,69,3,322,2,2,2,4,1,2,2,3,3,2,3,2,2,2,2,2,4,3,4,3,3,3,4
ESS9e03_1,9,3.1,17.02.2021,16178,DE,0.9994662404060364,0.8889173269271851,3.0373449325561523,8,8,9,4,4,7,88,1,6,3,3,2,1967,51,77,7777,6,2,4,2,1,2,2,2,1,1,3,1,2,1,1,1,5,2,2,1,2,2,3
ESS9e03_1,9,3.1,17.02.2021,16259,DE,0.9994662404060364,0.8307617902755737,3.0373449325561523,5,7,7,5,5,5,5,1,6,3,3,2,1982,36,5,520,6,2,2,6,1,4,2,2,6,3,3,3,3,1,4,4,4,4,5,2,2,3,4
ESS9e03_1,9,3.1,17.02.2021,16278,DE,0.9994662404060364,0.7674376368522644,3.0373449325561523,6,4,1,4,3,3,4,1,4,2,1,2,1960,59,6,610,2,2,1,6,3,6,6,4,6,2,5,3,1,3,5,5,6,6,3,2,1,5,6
ESS9e03_1,9,3.1,17.02.2021,16338,DE,0.9994662404060364,1.1437561511993408,3.0373449325561523,5,4,6,5,4,3,3,2,3,3,2,1,1939,79,3,322,2,1,3,5,5,4,2,4,5,3,3,4,2,3,3,2,4,4,4,3,2,3,4
ESS9e03_1,9,3.1,17.02.2021,16368,DE,0.9994662404060364,1.0291049480438232,3.0373449325561523,6,7,9,3,3,3,4,1,6,2,2,1,1960,58,5,422,2,2,2,5,2,3,4,1,4,2,3,4,1,1,3,1,2,4,5,1,1,2,5
ESS9e03_1,9,3.1,17.02.2021,16405,DE,0.9994662404060364,1.0832515954971313,3.0373449325561523,7,9,8,7,7,7,8,3,6,3,4,2,2001,18,2,213,2,1,2,5,1,2,3,1,2,1,6,1,1,1,2,1,1,6,6,1,1,6,2
ESS9e03_1,9,3.1,17.02.2021,16406,DE,0.9994662404060364,1.1020863056182861,3.0373449325561523,7,8,8,6,6,6,7,1,6,3,3,1,1973,46,3,322,6,1,3,2,3,4,3,5,4,3,4,2,3,3,2,2,4,2,2,2,4,4,4
ESS9e03_1,9,3.1,17.02.2021,16467,DE,0.9994662404060364,1.0703530311584473,3.0373449325561523,5,5,7,7,7,3,88,1,6,2,2,2,1946,73,3,322,2,1,5,6,2,5,3,5,3,2,2,2,2,1,3,2,6,2,4,2,2,2,5
ESS9e03_1,9,3.1,17.02.2021,16480,DE,0.9994662404060364,0.8562074303627014,3.0373449325561523,4,5,5,3,3,4,4,1,6,2,2,2,1999,19,2,213,6,2,2,5,2,5,2,2,5,2,2,2,1,2,3,5,3,3,5,1,3,3,2
ESS9e03_1,9,3.1,17.02.2021,16501,DE,0.9994662404060364,0.6123300790786743,3.0373449325561523,5,8,8,6,4,6,6,1,4,3,1,2,1950,69,7,720,2,1,5,5,8,3,1,5,5,1,3,5,3,2,5,3,5,3,1,1,1,6,6
ESS9e03_1,9,3.1,17.02.2021,16599,DE,0.9994662404060364,0.7808356285095215,3.0373449325561523,10,9,9,10,6,8,8,1,6,5,3,2,1993,26,6,610,6,1,1,3,1,2,6,1,6,2,4,1,1,3,2,8,2,6,5,2,1,6,1
ESS9e03_1,9,3.1,17.02.2021,16662,DE,0.9994662404060364,0.5326094627380371,3.0373449325561523,6,6,7,5,5,5,3,1,4,2,2,1,1948,70,6,610,2,2,5,5,5,5,2,5,2,2,2,3,2,3,3,1,6,2,4,1,3,2,4
ESS9e03_1,9,3.1,17.02.2021,16687,DE,0.9994662404060364,0.9992899298667908,3.0373449325561523,7,6,8,5,6,6,6,1,5,3,2,2,1966,53,3,322,6,1,2,5,2,4,2,3,4,2,4,2,3,2,3,1,4,4,3,1,1,3,4
ESS9e03_1,9,3.1,17.02.2021,16693,DE,0.9994662404060364,0.7760168313980103,3.0373449325561523,7,9,7,6,6,6,7,1,6,4,4,1,1968,50,7,800,6,1,1,6,1,1,5,2,6,4,4,3,1,1,5,5,4,5,5,1,2,6,3
ESS9e03_1,9,3.1,17.02.2021,16706,DE,0.9994662404060364,0.7596949338912964,3.0373449325561523,4,7,7,4,3,5,5,1,3,2,3,2,1958,61,3,321,2,1,2,6,2,4,3,2,2,1,3,3,1,2,3,3,4,3,2,2,3,4,5
ESS9e03_1,9,3.1,17.02.2021,16709,DE,0.9994662404060364,0.4834028482437134,3.0373449325561523,5,6,6,3,3,7,7,1,6,2,2,1,1937,82,7,800,2,2,2,5,3,5,3,4,5,3,2,3,2,2,2,2,5,2,3,2,3,3,5
ESS9e03_1,9,3.1,17.02.2021,16724,DE,0.9994662404060364,0.9134596586227417,3.0373449325561523,10,6,5,6,7,5,6,1,7,2,3,2,1995,23,5,520,6,2,1,5,1,1,1,3,5,1,3,1,1,1,2,1,2,5,4,1,3,3,1
ESS9e03_1,9,3.1,17.02.2021,16743,DE,0.9994662404060364,1.0473377704620361,3.0373449325561523,4,5,4,3,5,5,5,3,6,1,8,1,1989,30,1,113,2,3,4,5,2,5,2,3,3,5,2,4,4,2,5,2,6,3,5,3,3,3,5
ESS9e03_1,9,3.1,17.02.2021,16745,DE,0.9994662404060364,0.7788476943969727,3.0373449325561523,88,7,8,2,0,6,88,1,6,3,1,1,1991,27,6,620,2,2,4,3,4,3,3,3,2,3,3,2,3,3,2,3,2,3,2,2,2,3,3
ESS9e03_1,9,3.1,17.02.2021,16785,DE,0.9994662404060364,1.0778979063034058,3.0373449325561523,0,0,2,0,0,0,2,1,2,2,2,1,1943,75,3,322,2,2,2,5,3,4,2,3,4,5,3,2,2,1,2,1,3,2,3,2,2,5,3
ESS9e03_1,9,3.1,17.02.2021,16818,DE,0.9994662404060364,0.7782171368598938,3.0373449325561523,2,4,6,1,1,0,6,1,4,3,2,1,1979,39,7,720,6,1,3,5,1,4,3,3,4,2,2,4,2,2,4,4,5,4,2,1,1,2,5
